species,target_pos,n_train,n_train_pos,n_test_pos,n_test,model,accuracy,f1,average_precision,auroc
Capsiempis flaveola,5,20,5,17,9542,autogluon,0.9949696080486271,0.07692307692307693,0.13379555291105336,0.9879790026246719
Capsiempis flaveola,25,100,25,17,9542,linear_probe,0.9658352546635925,0.09444444444444444,0.28893259074632116,0.99574494364675
Capsiempis flaveola,25,100,25,17,9542,autogluon,0.9724376440997694,0.11447811447811448,0.2526231261490324,0.9948093253049252
Carduelis carduelis,5,20,5,61,9542,linear_probe,0.903479354433033,0.07807807807807808,0.0826633366575797,0.8996923960085832
Carduelis carduelis,5,20,5,61,9542,autogluon,0.9933976105638231,0.08695652173913043,0.10153607006347169,0.9036563204061272
Carduelis carduelis,25,100,25,61,9542,linear_probe,0.8878641794173129,0.09475465313028765,0.17976276732603494,0.9584898874539415
Carduelis carduelis,25,100,25,61,9542,autogluon,0.9936072102284637,0.0,0.10821979530510131,0.9295813369621038
Carduelis carduelis,100,400,100,61,9542,linear_probe,0.9462376860197024,0.15763546798029557,0.19130609540350527,0.9674845808960457
Carduelis carduelis,100,400,100,61,9542,autogluon,0.9829176273317962,0.27555555555555555,0.2464056487703433,0.9664186007908828
Celeus lugubris,5,20,5,2,9542,linear_probe,0.9958080067071893,0.09090909090909091,0.23333333333333334,0.9992138364779874
Celeus lugubris,5,20,5,2,9542,autogluon,0.9992664011737581,0.2222222222222222,0.1875,0.9991614255765199
Centropus bengalensis,5,20,5,8,9542,linear_probe,0.9740096415845735,0.06060606060606061,0.09354042735382016,0.9942836165303125
Centropus bengalensis,5,20,5,8,9542,autogluon,0.9964368057011109,0.22727272727272727,0.17987686088865762,0.9961584854206
Centropus bengalensis,25,100,25,8,9542,linear_probe,0.9712848459442465,0.05517241379310345,0.17821870100241355,0.9969320327249842
Centropus bengalensis,25,100,25,8,9542,autogluon,0.9820792286732342,0.0855614973262032,0.1820232443077271,0.9965649255296833
Centropus sinensis,5,20,5,148,9542,linear_probe,0.9798784321945085,0.4696132596685083,0.4633295931033662,0.9337249480692102
Centropus sinensis,5,20,5,148,9542,autogluon,0.9861664221337246,0.2826086956521739,0.42695770757488416,0.9063429647446041
Centropus sinensis,25,100,25,148,9542,linear_probe,0.9758960385663383,0.4675925925925926,0.5410136167744648,0.9492826070694924
Centropus sinensis,25,100,25,148,9542,autogluon,0.9861664221337246,0.5540540540540541,0.4962541869003197,0.924806805954347
Centropus sinensis,100,400,100,148,9542,linear_probe,0.9765248375602599,0.5590551181102362,0.76299576520995,0.9942797012469143
Centropus sinensis,100,400,100,148,9542,autogluon,0.9797736323621882,0.5813449023861171,0.6711719175981132,0.9915242046389587
Cercococcyx mechowi,5,20,5,4,9542,linear_probe,0.9969608048627122,0.21621621621621623,1.0,1.0
Cercococcyx mechowi,5,20,5,4,9542,autogluon,0.9998952001676797,0.8888888888888888,1.0,1.0
Cercomacra melanaria,5,20,5,53,9542,linear_probe,0.9878432194508489,0.43137254901960786,0.35708143376624757,0.9912152502301572
Cercomacra melanaria,5,20,5,53,9542,autogluon,0.9942360092223852,0.2857142857142857,0.35673073077595563,0.9881203061340141
Cercomacra melanaria,25,100,25,53,9542,linear_probe,0.962481660029344,0.22510822510822512,0.5284878872693167,0.9948579984371179
Cercomacra melanaria,25,100,25,53,9542,autogluon,0.9915112135820583,0.509090909090909,0.4810497468504508,0.9938349668036675
Cercomacra melanaria,100,400,100,53,9542,linear_probe,0.982812827499476,0.3925925925925926,0.6230295373284475,0.9969736556926888
Cercomacra melanaria,100,400,100,53,9542,autogluon,0.9721232446028086,0.2849462365591398,0.5405252416035408,0.9959058850665219
Certhia brachydactyla,5,20,5,34,9542,linear_probe,0.7833787465940054,0.03185011709601874,0.2743185376271575,0.9620257863347275
Certhia brachydactyla,5,20,5,34,9542,autogluon,0.988681618109411,0.14285714285714285,0.08714717586983235,0.9300047637902448
Certhia brachydactyla,25,100,25,34,9542,linear_probe,0.8186962900859358,0.03781979977753059,0.581597147923681,0.9871439530797594
Certhia brachydactyla,25,100,25,34,9542,autogluon,0.9950744078809474,0.5252525252525253,0.6483647640657446,0.9880054567051895
Certhia brachydactyla,100,400,100,34,9542,linear_probe,0.9669880528191155,0.16445623342175067,0.8373983526831291,0.9917128609963126
Certhia brachydactyla,100,400,100,34,9542,autogluon,0.9955984070425488,0.58,0.811975376076028,0.9888143730357098
Certhia familiaris,5,20,5,27,9542,linear_probe,0.9792496332005869,0.175,0.23860130723451206,0.968622642611082
Certhia familiaris,5,20,5,27,9542,autogluon,0.997275204359673,0.13333333333333333,0.19388549172962588,0.9557871586773321
Certhia familiaris,25,100,25,27,9542,linear_probe,0.9207713267658771,0.057356608478802994,0.2955389114776263,0.9748973355909772
Certhia familiaris,25,100,25,27,9542,autogluon,0.9971704045273527,0.0,0.21136261325204364,0.9713084603258013
Cettia cetti,5,20,5,28,9542,linear_probe,0.9277929155313351,0.057455540355677154,0.3179592715602124,0.9604004624763507
Cettia cetti,5,20,5,28,9542,autogluon,0.9971704045273527,0.06896551724137931,0.09857624916909725,0.9070110964293221
Cettia cetti,25,100,25,28,9542,linear_probe,0.9320897086564661,0.06896551724137931,0.310381839453168,0.9729271149283761
Cettia cetti,25,100,25,28,9542,autogluon,0.99612240620415,0.44776119402985076,0.560866545977181,0.9723734196222109
Cettia cetti,100,400,100,28,9542,linear_probe,0.9448752881995389,0.08680555555555555,0.5352749224222972,0.9837983122616295
Cettia cetti,100,400,100,28,9542,autogluon,0.9462376860197024,0.08880994671403197,0.5996700238658015,0.9893502807892129
Chamaeza campanisona,5,20,5,9,9542,linear_probe,0.9524208761265982,0.038135593220338986,0.13125259217875432,0.9946967842698463
Chamaeza campanisona,5,20,5,9,9542,autogluon,0.9970656046950325,0.2631578947368421,0.4034788732087579,0.9947317505274078
Chamaeza campanisona,25,100,25,9,9542,linear_probe,0.9531544749528401,0.03870967741935484,0.32260898949119154,0.9938925603459328
Chamaeza campanisona,25,100,25,9,9542,autogluon,0.9792496332005869,0.07476635514018691,0.3301811636387464,0.9934787929647889
Chiroxiphia caudata,5,20,5,11,9542,linear_probe,0.964053657514148,0.05509641873278237,0.100883816825141,0.9919783290888107
Chiroxiphia caudata,5,20,5,11,9542,autogluon,0.9987424020121568,0.0,0.09765331050912801,0.9667591877223606
Chiroxiphia caudata,25,100,25,11,9542,linear_probe,0.9727520435967303,0.07801418439716312,0.19338985368954506,0.9957840921013725
Chiroxiphia caudata,25,100,25,11,9542,autogluon,0.9836512261580381,0.09302325581395349,0.08712843386572483,0.9885302505699106
Chloris chloris,5,20,5,30,9542,linear_probe,0.9839656256549989,0.1452513966480447,0.25236458869045797,0.8785744322960471
Chloris chloris,5,20,5,30,9542,autogluon,0.9969608048627122,0.06451612903225806,0.1844897314638009,0.9218268152509111
Chloris chloris,25,100,25,30,9542,linear_probe,0.9244393208970866,0.052562417871222074,0.12743886556487805,0.9152228763666947
Chloris chloris,25,100,25,30,9542,autogluon,0.9940264095577447,0.14925373134328357,0.08044278240369347,0.933753854779927
Chloris chloris,100,400,100,30,9542,linear_probe,0.8791657933347307,0.04789430222956235,0.27713822780161185,0.968587047939445
Chloris chloris,100,400,100,30,9542,autogluon,0.912492140012576,0.06285072951739619,0.2512992917258714,0.9768152509111299
Chloropsis cochinchinensis,5,20,5,151,9542,linear_probe,0.9594424648920562,0.3962558502340094,0.4607525993818492,0.9762059065993156
Chloropsis cochinchinensis,5,20,5,151,9542,autogluon,0.9839656256549989,0.0,0.2879950400485195,0.9391033122455557
Chloropsis cochinchinensis,25,100,25,151,9542,linear_probe,0.9580800670718926,0.4117647058823529,0.4970421122516268,0.9828657986616748
Chloropsis cochinchinensis,25,100,25,151,9542,autogluon,0.9837560259903584,0.5373134328358209,0.5059411229657763,0.980931792522219
Chloropsis cochinchinensis,100,400,100,151,9542,linear_probe,0.9619576608677426,0.4474885844748858,0.5232815666902146,0.9902294785552744
Chloropsis cochinchinensis,100,400,100,151,9542,autogluon,0.9797736323621882,0.5831533477321814,0.591390103990087,0.9912576575712551
Chrysococcyx xanthorhynchus,5,20,5,7,9542,linear_probe,0.9836512261580381,0.08235294117647059,0.512878349720455,0.9992059330286913
Chrysococcyx xanthorhynchus,5,20,5,7,9542,autogluon,0.9970656046950325,0.2631578947368421,0.2632138273124839,0.9974604839313806
Chrysococcyx xanthorhynchus,25,100,25,7,9542,linear_probe,0.9782016348773842,0.06306306306306306,0.3963262960862,0.9971533448198368
Chrysococcyx xanthorhynchus,25,100,25,7,9542,autogluon,0.9881576189478097,0.08130081300813008,0.24545042699804603,0.9933178515244587
Chrysocolaptes guttacristatus,5,20,5,10,9542,linear_probe,0.9987424020121568,0.5384615384615384,0.7552795298917732,0.9912400335711289
Chrysocolaptes guttacristatus,5,20,5,10,9542,autogluon,0.9994760008383986,0.6666666666666666,0.7626839826839826,0.9969576164498531
Chrysocolaptes guttacristatus,25,100,25,10,9542,linear_probe,0.9817648291762733,0.10309278350515463,0.811852209611205,0.9986886277801091
Chrysocolaptes guttacristatus,25,100,25,10,9542,autogluon,0.9987424020121568,0.6,0.8547222222222222,0.9994859420898028
Chrysophlegma miniaceum,5,20,5,14,9542,linear_probe,0.9874240201215678,0.1044776119402985,0.08551653622010053,0.9204674943025069
Chrysophlegma miniaceum,5,20,5,14,9542,autogluon,0.9974848040243136,0.2,0.06579899432705318,0.7772392647235217
Chrysophlegma miniaceum,25,100,25,14,9542,linear_probe,0.9731712429260113,0.09859154929577464,0.22130410107740398,0.9955094758306345
Chrysophlegma miniaceum,25,100,25,14,9542,autogluon,0.9870048207922867,0.1506849315068493,0.17817495765920693,0.9934366378793331
Ciconia ciconia,5,20,5,28,9542,linear_probe,0.9679312513099979,0.11560693641618497,0.1534574999987293,0.969154479113487
Ciconia ciconia,5,20,5,28,9542,autogluon,0.9970656046950325,0.0,0.2868085276663288,0.953044761103937
Ciconia ciconia,25,100,25,28,9542,linear_probe,0.9615384615384616,0.11990407673860912,0.44528806941293014,0.9882091053785399
Ciconia ciconia,25,100,25,28,9542,autogluon,0.9964368057011109,0.43333333333333335,0.43026677313328865,0.9775894170996128
Ciconia ciconia,100,400,100,28,9542,linear_probe,0.9645776566757494,0.1377551020408163,0.30306461280812924,0.9889073245442805
Ciconia ciconia,100,400,100,28,9542,autogluon,0.9865856214630057,0.2289156626506024,0.4272399780427219,0.9912741373614824
Cinnycerthia olivascens,5,20,5,15,9542,linear_probe,0.9911968140850974,0.25,0.8826959195545583,0.9984395227598755
Cinnycerthia olivascens,5,20,5,15,9542,autogluon,0.9996856005030392,0.8888888888888888,0.877671068427371,0.9964731814842028
Cinnycerthia olivascens,25,100,25,15,9542,linear_probe,0.9985328023475163,0.65,0.9031862745098038,0.9990273258458416
Cinnycerthia olivascens,25,100,25,15,9542,autogluon,0.9996856005030392,0.8888888888888888,0.9171184371184371,0.9992687449704349
Cinnycerthia unirufa,5,20,5,1,9542,linear_probe,0.9964368057011109,0.05555555555555555,0.25,0.9996855675505713
Cinnycerthia unirufa,5,20,5,1,9542,autogluon,0.9996856005030392,0.0,0.1,0.9991615134681899
Cinnyris bouvieri,5,20,5,62,9542,linear_probe,0.9909872144204569,0.5376344086021505,0.5887085110032003,0.9896641486320947
Cinnyris bouvieri,5,20,5,62,9542,autogluon,0.9939216097254244,0.12121212121212122,0.3908347048797718,0.9702982509867972
Cinnyris bouvieri,25,100,25,62,9542,linear_probe,0.9728568434290505,0.30563002680965146,0.607842542107579,0.9938716482918198
Cinnyris bouvieri,25,100,25,62,9542,autogluon,0.9941312093900649,0.5692307692307692,0.5678977882325335,0.9896675513815163
Cinnyris bouvieri,100,400,100,62,9542,linear_probe,0.9649968560050304,0.2610619469026549,0.6076286360450539,0.9936215462093372
Cinnyris bouvieri,100,400,100,62,9542,autogluon,0.9897296164326137,0.5196078431372549,0.6537910256274503,0.9934233360555328
Cinnyris chloropygius,5,20,5,5,9542,linear_probe,0.9954936072102285,0.0851063829787234,0.2258326312380723,0.9878158750131069
Cinnyris chloropygius,5,20,5,5,9542,autogluon,0.9994760008383986,0.2857142857142857,0.21696286472328064,0.9700639614134424
Cinnyris jugularis,5,20,5,50,9542,linear_probe,0.9808216306853909,0.3146067415730337,0.2763232821768532,0.9886241045090602
Cinnyris jugularis,5,20,5,50,9542,autogluon,0.9911968140850974,0.27586206896551724,0.25029223358994446,0.9785608933839023
Cinnyris jugularis,25,100,25,50,9542,linear_probe,0.9741144414168937,0.28405797101449276,0.28147653063551836,0.9907943531394859
Cinnyris jugularis,25,100,25,50,9542,autogluon,0.9860616223014044,0.3316582914572864,0.2860546148908844,0.9893668352296671
Cinnyris jugularis,100,400,100,50,9542,linear_probe,0.9770488367218613,0.31347962382445144,0.4110564698077903,0.9941403286978509
Cinnyris jugularis,100,400,100,50,9542,autogluon,0.9873192202892476,0.36649214659685864,0.3413787694374722,0.9916582385166456
Cinnyris reichenowi,5,20,5,67,9542,linear_probe,0.9799832320268288,0.3654485049833887,0.45185024296843734,0.9903973536013863
Cinnyris reichenowi,5,20,5,67,9542,autogluon,0.9935024103961434,0.1388888888888889,0.4912429762178049,0.9866679793643918
Cinnyris reichenowi,25,100,25,67,9542,linear_probe,0.9687696499685601,0.3004694835680751,0.547963797600257,0.9915835072657819
Cinnyris reichenowi,25,100,25,67,9542,autogluon,0.9909872144204569,0.44155844155844154,0.500780136990913,0.989716063482062
Cinnyris reichenowi,100,400,100,67,9542,linear_probe,0.962900859358625,0.2716049382716049,0.5572690073830989,0.9921175127003505
Cinnyris reichenowi,100,400,100,67,9542,autogluon,0.9866904212953259,0.44541484716157204,0.6025616330913707,0.9932233292639704
Circus aeruginosus,5,20,5,9,9542,linear_probe,0.9982184028505554,0.48484848484848486,0.7919546340598973,0.9993123302679581
Circus aeruginosus,5,20,5,9,9542,autogluon,0.9994760008383986,0.6666666666666666,0.7341856197788401,0.9991491543993379
Circus aeruginosus,25,100,25,9,9542,linear_probe,0.9949696080486271,0.2727272727272727,0.8288766788766788,0.999766891616257
Circus aeruginosus,25,100,25,9,9542,autogluon,0.9991616013414378,0.6923076923076923,0.8623575498575498,0.9998018578738186
Cissopis leverianus,5,20,5,1,9542,linear_probe,0.9833368266610774,0.012422360248447204,0.5,0.9998951891835237
Cissopis leverianus,5,20,5,1,9542,autogluon,0.9987424020121568,0.14285714285714285,0.3333333333333333,0.9997903783670475
Cisticola brunnescens,5,20,5,5,9542,linear_probe,0.9991616013414378,0.5555555555555556,0.9666666666666666,0.999979029044773
Cisticola brunnescens,5,20,5,5,9542,autogluon,0.9996856005030392,0.5714285714285714,0.9428571428571428,0.999958058089546
Cisticola chubbi,5,20,5,29,9542,linear_probe,0.9817648291762733,0.23008849557522124,0.6935218774644629,0.995494368867285
Cisticola chubbi,5,20,5,29,9542,autogluon,0.9977992035212744,0.4878048780487805,0.552212448569489,0.9832950916531643
Cisticola chubbi,25,100,25,29,9542,linear_probe,0.9755816390693774,0.19377162629757785,0.6285961758768122,0.9951427628979581
Cisticola chubbi,25,100,25,29,9542,autogluon,0.9962272060364703,0.5263157894736842,0.6644763439335042,0.9930856867372054
Cisticola juncidis,5,20,5,62,9542,linear_probe,0.9862712219660449,0.45643153526970953,0.5518259976212314,0.9913706274669933
Cisticola juncidis,5,20,5,62,9542,autogluon,0.9939216097254244,0.21621621621621623,0.5647769459897607,0.9919057098135293
Cisticola juncidis,25,100,25,62,9542,linear_probe,0.9702368476210438,0.30049261083743845,0.7666419482441582,0.9966840206887165
Cisticola juncidis,25,100,25,62,9542,autogluon,0.9937120100607839,0.625,0.6923447404423733,0.9934990472301619
Cisticola juncidis,100,400,100,62,9542,linear_probe,0.9846992244812408,0.4552238805970149,0.7933226223081983,0.9981608139376617
Cisticola juncidis,100,400,100,62,9542,autogluon,0.9953888073779082,0.7027027027027027,0.7905843744430204,0.9933629372533006
Cnemotriccus fuscatus,5,20,5,7,9542,linear_probe,0.9848040243135611,0.07643312101910828,0.13721242791228735,0.9936624466252154
Cnemotriccus fuscatus,5,20,5,7,9542,autogluon,0.9986376021798365,0.23529411764705882,0.1344725026274279,0.9923964341898268
Coccothraustes coccothraustes,5,20,5,18,9542,linear_probe,0.9542024732760428,0.06423982869379015,0.38915751390321673,0.9695331093378132
Coccothraustes coccothraustes,5,20,5,18,9542,autogluon,0.997275204359673,0.3157894736842105,0.3208051111998007,0.9564842036492603
Coccothraustes coccothraustes,25,100,25,18,9542,linear_probe,0.8955145671766925,0.029211295034079845,0.5144621973813965,0.9639740538522563
Coccothraustes coccothraustes,25,100,25,18,9542,autogluon,0.9944456088870258,0.29333333333333333,0.4254990100793675,0.9697401885295628
Coereba flaveola,5,20,5,26,9542,linear_probe,0.9935024103961434,0.3673469387755102,0.2936937547892438,0.993763539948912
Coereba flaveola,5,20,5,26,9542,autogluon,0.996856005030392,0.11764705882352941,0.28061935519564024,0.9903482394024639
Coereba flaveola,25,100,25,26,9542,linear_probe,0.9706560469503249,0.1566265060240964,0.3398043878309388,0.9953802502667572
Coereba flaveola,25,100,25,26,9542,autogluon,0.9928736114022217,0.3584905660377358,0.343252870450106,0.9886244220260614
Colius striatus,5,20,5,1,9542,linear_probe,0.9889960176063718,0.018691588785046728,0.05,0.998008594486951
Colius striatus,5,20,5,1,9542,autogluon,0.9997904003353595,0.0,0.017543859649122806,0.9947070537679489
Columba larvata,5,20,5,2,9542,linear_probe,0.9761056382309788,0.017241379310344827,0.5833333333333333,0.999895178197065
Columba larvata,5,20,5,2,9542,autogluon,0.9994760008383986,0.4444444444444444,0.7,0.9998689727463311
Columba oenas,5,20,5,3,9542,linear_probe,0.985118423810522,0.013888888888888888,0.11406075202439123,0.9607925359052312
Columba oenas,5,20,5,3,9542,autogluon,0.9994760008383986,0.2857142857142857,0.337030191004313,0.9642520180312402
Columba palumbus,5,20,5,95,9542,linear_probe,0.7871515405575351,0.08306997742663656,0.3978328801448816,0.9661914392204709
Columba palumbus,5,20,5,95,9542,autogluon,0.988681618109411,0.35714285714285715,0.3440911299376153,0.9604235262656481
Columba palumbus,25,100,25,95,9542,linear_probe,0.8952001676797318,0.14821124361158433,0.4240031711420901,0.9675374527140334
