species,average_precision_autogluon,average_precision_linear_probe,auroc_autogluon,auroc_linear_probe,delta_ap
Phylloscopus collybita,0.2268548434293472,0.27091077597849783,0.9055610851539879,0.9314243879968412,-0.044055932549150634
Psilopogon mystacophanos,0.47770617657243675,0.5218066776803971,0.8962070928815166,0.9201499942045378,-0.04410050110796038
Euplectes capensis,0.5571760027445503,0.6016406883413692,0.9737858303462456,0.9872729198155439,-0.04446468559681893
Certhia familiaris,0.19388549172962588,0.23860130723451206,0.9557871586773321,0.968622642611082,-0.04471581550488618
Nicator chloris,0.42372366805275846,0.4691565687397511,0.9777645148968679,0.9878151260504202,-0.04543290068699263
Curruca undata,0.07347316880271385,0.11922657857057382,0.9553702538284036,0.9889081183134046,-0.04575340976785998
Celeus lugubris,0.1875,0.23333333333333334,0.9991614255765199,0.9992138364779874,-0.04583333333333334
Alectoris rufa,0.5248193882190839,0.5706684525393412,0.8996617369414727,0.9121958254667505,-0.04584906432025726
Urolais epichlorus,0.3372258106977312,0.38326719576719576,0.9610022014886256,0.9845895796205053,-0.046041385069464535
Turdus rufiventris,0.2263341087714329,0.2728941360704194,0.9788864880974556,0.9872856362304263,-0.046560027298986506
Thlypopsis superciliaris,0.6771285152237534,0.7239417989417991,0.9944636758861032,0.9991491543993379,-0.04681328371804572
Stachyris poliocephala,0.17569324714709955,0.22311964742986395,0.9474321390130175,0.9620176803204687,-0.0474264002827644
Basileuterus culicivorus,0.25181382831558746,0.2993985998514122,0.9897911707250228,0.9899361689244958,-0.047584771535824744
Psittacula longicauda,0.7731817242455,0.8207767430432452,0.9930386129156621,0.9960792973088055,-0.04759501879774519
Cyanoderma erythropterum,0.27525240742742674,0.3232925279638829,0.923899079827916,0.9516104671234331,-0.04804012053645618
Herpsilochmus longirostris,0.07692307692307693,0.125,0.9987422702022848,0.9992663242846662,-0.04807692307692307
Myiarchus tyrannulus,0.0853494623655914,0.13401875901875904,0.9975888457909634,0.9976587343187615,-0.04866929665316763
Fringilla montifringilla,0.8398303183227727,0.8889345948169476,0.9971503991862897,0.9996851715814882,-0.049104276494174925
Crithagra burtoni,0.3721843496853205,0.4221824140910409,0.9439816714771689,0.978988675252085,-0.04999806440572041
Hedydipna collaris,0.3666666666666667,0.41666666666666663,0.9997379454926625,0.9997903563941299,-0.04999999999999993
Leptotila rufaxilla,0.95,1.0,0.999973789054309,1.0,-0.050000000000000044
Leptotila verreauxi,0.14239626634420327,0.1925694549434528,0.9753787619269471,0.961852039627838,-0.05017318859924952
Apaloderma narina,0.03067653393962557,0.08185716355598557,0.9833612975391498,0.9937430089485458,-0.05118062961636
Emberiza goslingi,0.4882280602103974,0.5396662285098477,0.9952450928938805,0.9958783807424513,-0.051438168299450304
Spilornis cheela,0.5174852082012371,0.569310124162376,0.994681717565664,0.9960730952403767,-0.05182491596113892
Sylvia atricapilla,0.44676135084643315,0.4992008038812492,0.9098930927356265,0.9218434083225185,-0.052439453034816064
Conopophaga lineata,0.08538251207687664,0.1381185488767456,0.9826709312080537,0.9920826342281879,-0.05273603679986896
Eurillas latirostris,0.3631145048472713,0.4166728553391506,0.9867273640042888,0.9861933183346039,-0.05355835049187929
Columba palumbus,0.3440911299376153,0.3978328801448816,0.9604235262656481,0.9661914392204709,-0.05374175020726629
